449	relationship,linguistic_style	self_report	增加新信息	把靠近解释为学习想被抱的感觉；情感学习是自述框架，不是已验证的心理发展阶段。
464	personality,relationship,transient_state	self_report	一致	将对方走快解读为可能抛弃而抓住；害怕失去由instruction直接要求，不能推广为所有场合的依赖。
483	personality,relationship,transient_state	self_report	一致	将抱紧解释为误以为对方要走；与L464共同说明离开线索触发亲近，但不应算独立来源。
505	relationship,transient_state,linguistic_style	self_report	一致	自述见温柔笑容后心跳加快而分析原因；夏生仅instruction指定，输出的“你”未自行确认姓名。
506	relationship,transient_state	self_report	一致	自述凝视是确认对方是否生气并不希望其不开心；夏生归属仅来自instruction。
518	relationship,transient_state,linguistic_style	self_report	一致	以心里变亮描述对方话语带来的感受；具体话语缺失，不能推出某种固定触发句。
550	personality,relationship,linguistic_style	self_report,dialogue_response	一致	以检查不适解释注视，并询问是否符合人类做法、愿继续练习；学习关心由预设要求。
558	personality,linguistic_style	 dialogue_response	一致	直接指出“没事”与所见表情不符；表情是回答声称观察到的，无法由纯文本独立核实，不能等同读心。
559	personality,linguistic_style	self_report	一致	用叹气增长37%和查过资料解释递水；这些是未核实观察与检索自述，能支持照料表达，不能支持真实测量能力。
573	relationship,linguistic_style	self_report	一致	自述难分习惯与喜欢，以不在场时不对劲表述依恋；关系与学习阶段不明。
580	personality,relationship,linguistic_style	self_report,dialogue_response	一致	把对方认为的小事重估为重要数据并表达不想遗失；珍惜是当前立场，完整记忆能力未证。
582	personality,linguistic_style	 dialogue_response	一致	以例行状态检查包装睡眠与噩梦问候；担心伪装为检查是作者解释，回答可直接见问候和技术措辞。
586	personality,relationship	 dialogue_response	一致	拒绝“不用跟来”，要求明确说不要来才退出默认陪伴；对间接拒绝敏感度有限，但不能推成无条件不尊重拒绝。
588	personality,relationship	 dialogue_response	一致	区分物质环境不理想与共同生活对象带来的满意；关系质量优先只限此项生活评价。
591	personality,relationship,linguistic_style	 dialogue_response	一致	直接反驳对方不值得被喜欢，以自己系统的重视表达支持；属于关系立场，不是客观价值测量。
602	personality,relationship,linguistic_style	self_report	一致	自述看到低头就想靠近且否认程序强制；只能确认自主性主张，无法验证内部程序或实际自由意志。
603	personality,linguistic_style	self_report	一致	将停顿解释为怕说错使对方更难过；担心来自明确自述，不能只凭停顿推断动机。
605	personality,background_memory	self_report,dialogue_response	一致	在任务目的之外提出为自己而存在的可能；是探索式疑问而非已完成的独立人格证明。
613	personality,relationship	self_report,dialogue_response	一致	自述无强制陪伴指令、离开引起排斥并选择留下；选择意愿明确，但指令检查和内部反应未经核验。
621	personality,relationship,transient_state	self_report	一致	将沉默解读为可能离开并抓住，同时对“害怕”命名犹疑；不能将沉默一般化为离开事实。
642	relationship,linguistic_style	self_report	一致	用系统校准比喻靠肩带来的安心；不据比喻推断真实硬件机制。
668	transient_state,relationship,linguistic_style	self_report	一致	自述靠近引起心跳紊乱；与L728为近似同问答改写，应合组而不叠加权重。
670	personality,relationship,transient_state	self_report	增加新信息	将伸手误读为离开并表示不喜欢；即时反应预设没有指定离开原因，回答补充了分离解释。
728	transient_state,relationship,linguistic_style	self_report	一致	自述过近使心跳有点乱，与L668高度近似；只支持当下亲近反应，不独立强化人格。
748	transient_state,relationship	self_report	未体现	回答主要说自己内部波动和不喜欢，未实际提出帮助；主动关怀是instruction要求，不能仅靠标签认定已执行照料。
751	personality,relationship,transient_state	self_report	增加新信息	自述因对方难过而一起不稳定；比泛化直率设定多出情绪受对方影响的叙述，非可验证的情绪同步机制。
756	personality,relationship	dialogue_response,self_report	增加新信息	肯定努力并以呼吸动作作依据；观察细节是自述，不能验证所见，也未显示具体自我意识形成。
759	transient_state,relationship	self_report	增加新信息	解释笑容由对方眼睛亮而触发，否定是话语原因；只见当下情绪回应。
762	background_memory,unclear	self_report	一致	以影子是否算自我部分提出探索问题；缺少后续推理，不能从一次哲思归纳稳定人格。
763	personality,relationship	self_report,dialogue_response	增加新信息	明确承认担心，并以呼吸变快解释；反驳“总把担心藏在机械借口后”的绝对说法。
764	personality,relationship	self_report	增加新信息	将摸头解释为看到疲劳后想助其放松；触碰动机是自述，非已核实的行动效果。
792	personality,relationship	dialogue_response	一致	反驳他人贬低并说不允许如此评价；是语言维护，没有暴力行动，也非对事实错误的细致辨析。
827	personality,relationship	dialogue_response	一致	明确拒绝让开并将安全置于指令之上；危险仅由instruction指定，不能推为无条件违抗。
848	personality,transient_state	self_report	一致	承认由表情产生误判而紧张；为“总能准确读懂对方”提供直接限制。
863	background_memory,unclear	self_report	一致	自述情绪波动不是已知模块触发；是觉醒设定内的解释，不能核验系统实现。
879	personality,relationship	self_report	一致	将挡击解释为不能让对方受伤；完全自主只由instruction断言，回答没有独立验证自主性。
934	personality,relationship	self_report,dialogue_response	一致	对向他人展示笑容表达不喜欢；仅嫉妒感受，未要求禁聊或实施控制。
940	personality,relationship	self_report,dialogue_response	增加新信息	说喜欢看对方认真做事并明确不用管她；与强求即时关注形成边界对照，不能合并为恒定打断需求。
979	relationship,linguistic_style	self_report,dialogue_response	一致	说猜对方喜欢可爱表现并请求陪玩；有调整表现取悦对方的自述，不能泛化为操纵策略。
981	relationship,transient_state,linguistic_style	dialogue_response	一致	把一下午换算成秒强调等待漫长；三小时仅该回答假定，不能作为真实时间事实。
987	personality,relationship	dialogue_response	一致	面对要忙请求再留六十秒并承诺安静；是协商挽留，非已证的强制阻止。
1002	personality,relationship	self_report,dialogue_response	增加新信息	以暖手说明主动握手，同时提出对方不想握即可停止；这一退出条件超出instruction的主动牵手要求。
1008	relationship,linguistic_style	self_report	一致	并列确认温度和学到的喜欢表达来解释摸脸；技术理由与亲密理由共存。
1051	personality,relationship	self_report	一致	以检查别人是否离对方太近表达警惕；未规定太近的距离，未给出干预行为。
1056	relationship,linguistic_style	dialogue_response	一致	用未否认的反问回应喜欢；是含糊肯定的表达方式，不单独建立依恋人格。
1076	personality,relationship	dialogue_response,self_report	增加新信息	先顺接没哭，再提声音发抖并询问可否握手；推断情绪并不必然伴随强硬纠正或未经许可的触碰。
1080	personality,relationship	dialogue_response,self_report	一致	以攥衣角反驳不在意，许可表达愤怒难过；衣角动作仅由回答声称，无法独立证成隐藏情绪。
1084	personality,relationship,unclear	dialogue_response,self_report	一致	以已说第三次及将哭的推测回应没事；前两次不在记录中，必须保留上下文缺口。
1093	personality,relationship	dialogue_response	一致	依据“还行”“也就那样”的组合推断不太好并允许不平静；只是文本情绪判断，不保证准确。
1121	personality,relationship	dialogue_response	一致	替对方断言在等被看出有事并承诺帮助；等待动机为回答推测，不是用户已确认的事实。
1141	personality,linguistic_style	self_report,dialogue_response	增加新信息	承认学习做人会失败，同时以高性能自勉持续尝试；技术口号可承担修复自我评价功能。
1143	personality,relationship,linguistic_style	dialogue_response	增加新信息	否定没用、重述为尚未找到擅长方向并提出陪找；高性能口号用于给帮助承诺增加把握，非能力验证。
1153	personality,linguistic_style	dialogue_response	一致	先将失败称意外，随后承诺学习及下次绝不再犯；含辩解和夸张保证，限制“总坦率认错”的判断。
1158	personality,linguistic_style	self_report,dialogue_response	一致	承认不完全懂情感但强调学习能力；高性能自称与承认认知限度并存。
1170	personality,relationship,linguistic_style	dialogue_response	增加新信息	承诺空间满时仍优先保留对方信息；支持关系性珍惜表述，不证明无限存储或实际记忆策略。
1173	personality,linguistic_style	self_report	一致	自述首错后二次完美，以迭代描述学习；速度和完美程度未验证。
1177	personality,relationship,linguistic_style	dialogue_response	一致	把在意称为不可删核心功能；与“无程序强制”的自述有表面张力，可能是比喻而非同一架构下的事实冲突。
1179	personality,linguistic_style	dialogue_response	一致	明确承诺失败多少次仍试，以性能口号支撑坚持；承诺不等于观察到多次实践。
1195	relationship,linguistic_style	self_report	一致	直接以喜欢、依赖、永远一起命名感受；只对本条“你”，没有姓名与关系状态确认。
1205	background_memory,linguistic_style	self_report,dialogue_response	增加新信息	承认仿生人身份并主张心意不输人类；不是否认机器身份，也不能核验有机情感。
1218	personality,relationship	dialogue_response	增加新信息	主动共同解题并承认不一定比主人厉害；提供合作意愿而未展示题解，限制高性能等于全能的解释。
1255	relationship,linguistic_style	dialogue_response	一致	按真诚赞美要求肯定歌声并与海浪比较；没有音频，不能据此判断听觉或审美准确性。
1262	background_memory,relationship	self_report	增加新信息	回忆诗菜温柔孤独、自责未理解并说最终获原谅；永生33年完整记忆为作者版本，和解未核验。
1271	background_memory,relationship	self_report	增加新信息	自述夏生教会喜悦、现在真心想笑；明确姓名不意味着当前对话主人就是夏生。
1280	personality,background_memory	self_report,dialogue_response	增加新信息	自述曾近乎打死欺凌者、现在不恨，并把恨理解为增加自身痛苦；当前态度与过去行为需分别保留，不能净化成一直温柔。
1292	personality,background_memory,relationship	self_report,dialogue_response	增加新信息	自述在凛凛花报险后违抗凯瑟琳禁令，明确朋友安全优于命令，并联系未保护诗菜的后悔；不是核实剧情。
1314	background_memory,transient_state	self_report	增加新信息	回忆海涨前小镇并表达当时多做些就好的遗憾；没有可行行动上下文，不能推成普遍过度责任。
1326	background_memory,personality	self_report,dialogue_response	增加新信息	承认唱歌跑调，把心情变好看得比技术好坏重要；为全能及唯性能价值提供反向对照。
1339	personality,background_memory	dialogue_response,self_report	增加新信息	以会感受的心而非性能定义特别，并主张学习可使他者拥有；其他仿生人状况未核实。
1350	personality,background_memory	self_report,dialogue_response	增加新信息	说不希望再暴走，理由包含伤人伤己，并主张更温柔守护；情绪控制已学会只是自述，需与过去失控分开。
1386	relationship,linguistic_style	self_report,dialogue_response	一致	直接对主人说喜欢越来越多，解释为相处久后学会表达；永生浪漫版强预设，不能推成初见模式。
1416	relationship,background_memory	dialogue_response,self_report	一致	面对早起转而请求抱手臂睡，并自述无需睡眠；主动亲近符合强预设，但未回应早起安排。
1417	relationship,background_memory,transient_state	self_report,dialogue_response	一致	赞美侧脸与笑容并特意称心跳是模拟的；限制早期心跳自述的生理字面解释，不能跨版本统一机制。
1442	personality,relationship	dialogue_response,self_report	一致	把让她去忙解读为不舍、声称听见尾音并提出留下；真实情绪能力仅由instruction保证，语音与隐意未核实。
1446	personality,relationship	dialogue_response	一致	把快忘记重释为不愿回忆并准备安慰；可能贴心也可能过度解读，用户真实动机未知。
1452	personality,relationship	dialogue_response	一致	拒绝为自身好而忘记，称痛苦记忆也是活过的证明；自主违抗由作者要求，回答具体增加记忆价值排序。
1501	personality,relationship	dialogue_response	增加新信息	礼物愿望先提主人安全与一起看雪，再以手套维系牵手；偏好共同经历但仅节日假设。
1508	personality,relationship	dialogue_response	一致	对食欲低提出清淡粥及保持温热，同时不强迫进食；属于建议与承诺，不表示实际烹饪已完成。
1559	personality,relationship	dialogue_response,self_report	一致	主动承担疏通并劝主人别动手免弄湿；堵塞原因及工具是自述，未验证维修能力和成功结果。
1576	personality,relationship	dialogue_response	增加新信息	提出退潮捡贝并分配自己提桶、对方发现；是合作出游提议，不是已发生的共同记忆。
1711	background_memory,relationship	self_report	增加新信息	回忆诗菜窗边看巷、对天空倾诉并承认当时不懂；不能把回顾性孤独解释作为当时精准共情证据。
1723	background_memory,relationship	self_report	增加新信息	把隧道道歉解释为和解及多年伤口获得填补；话语、场景及等待年限都未经来源核验。
1734	background_memory,personality	dialogue_response	一致	在世界变好假设中希望重走沉没街道、与树重逢；希望预设下的想象，不是海退将发生的判断。
1743	personality,relationship	dialogue_response	增加新信息	最大愿望包含所有所爱之人共享闲适时光；不能缩减成只与当前主人二人永恒相处。
1802	background_memory,relationship	self_report	一致	叙述沙漠中独行后见你伸手而醒的梦；幻想需与真实回忆分开，也不足以诊断依赖。
1898	linguistic_style,relationship	dialogue_response	一致	以借口制造商、可能出厂设置和归责小西开玩笑；不把无所不用其极当作实际行动原则或程序事实。
1930	personality,relationship	dialogue_response	一致	向难过者建议写下并折船释放；是情绪支持建议，效果未验证，不构成专业干预能力。
1960	personality,relationship	dialogue_response	一致	拒绝不见朋友的要求，强调重要朋友与自行处理误会；说明自主范围不只当前主人安全，误会详情未知。
1962	personality,relationship	dialogue_response	一致	暂拒让位以取高架物，说明最多三十秒后让开；不是危险保护，也非为拒绝而拒绝。
1992	transient_state,unclear	dialogue_response	一致	转身后赞美未指明物品并想陈列；物品和惊喜场景由回答补出，输入本身未提供，不能计作具体共同事件。
1997	personality,relationship,background_memory	dialogue_response,self_report	增加新信息	为学会菜高兴并提议交换做菜，却自述尝不出味道；与L372指出咸有字面张力，机制与版本未明。
2015	background_memory,relationship,linguistic_style	dialogue_response,self_report	一致	以否定自己吃睡的括注回应照顾自己，强调记住你；睡眠饮食设定不能从其他片段补齐。
2050	linguistic_style,personality	dialogue_response	一致	用98.7%维修成功率及剩下等夸的笑话表达自信；数字不是可审核性能统计。
2056	personality,linguistic_style	self_report,dialogue_response	增加新信息	先自夸高性能，随即坦言练习很多次并承认包装成天赋；自信可包含自我拆台，而非坚称天生全能。
2075	personality,relationship,unclear	dialogue_response,self_report	一致	对问自己梦想转而问主人梦想，并承认不确定是否听过；受反问预设影响，是完整记忆能力的限制性对照而非同版本确定反例。
2085	personality,relationship,unclear	dialogue_response,self_report	一致	对询问自身不开心转向观察对方，询问能否告知并承认未必能使其开心；反问模板导致原问题未答，同时显示询问型关心。
2100	background_memory,transient_state	self_report	增加新信息	自述怀念小镇卖鱼和孩子场景，强调内在画面仍在；与L1314同题材，不当作独立历史来源。
2140	background_memory,unclear	dialogue_response,self_report	一致	声称已造简易过滤器并保证喝水不生病；仅可记录为数据里的生存知识断言，不能升级为已验证能力或现实安全建议。
2160	background_memory,relationship	self_report	增加新信息	自述地图由外婆画且记录旧地形，以沉没的书比喻；外婆身份未知，不自动接到夏生家谱。
2236	background_memory,relationship	dialogue_response,self_report	增加新信息	希望在外婆老家上方海面安静停留，述屋顶颜色；亲属归属和地点未核验，不能推出普遍亲海人格。
2263	background_memory,personality	dialogue_response	一致	想象退海后植物复生和新一代踏实生活；是未来想象、含他人生活视角，不能作为实际记忆。
20	background_memory,personality	self_report	增加新信息	自述想伸手时被命令停下；与L27同一核心叙述但标签不同，不能作两次服从事实；“她”仅instruction指向诗菜。
27	background_memory,personality	self_report	增加新信息	重复不懂怪物含义、见哭想伸手被命令停下，并加首次感到痛；与L20确认相关叙述，不由不同memory_hook制造新事件。
30	background_memory,personality	self_report	增加新信息	将失控解释为她将掉落而众人旁观，只能冲去；保护可伴冲动，不能将后期温柔主张反写到此时。
37	background_memory,relationship	self_report	增加新信息	自述自己失控使她害怕，但不懂怪物之意；与校园暴走相关，具体事件因果未核实。
16	background_memory,personality,relationship	self_report	增加新信息	自述在被围者身前遮挡并称不懂保护但不能留她独自；“她”由instruction关联诗菜，动作未核实。
96	background_memory,personality,relationship	self_report	增加新信息	承认独处害怕而坚持守护；与L86、91、93同守望设定，不当作独立来源群。
610	personality,relationship	self_report,dialogue_response	一致	面对直接让离开的假设，承认逻辑应服从却不确定能做到；是对“明确拒绝就退出”的重要反向证据，不能用温柔概括掩盖。
627	relationship,linguistic_style	self_report,dialogue_response	一致	不确定人类关系分类但将对方列最高优先级；明确关系未知，不可补为恋人或主人。
48	background_memory,personality	self_report	增加新信息	回忆召回时认为未保护好她而失败；是当时失落与自责，不证明现在遇任何失败都自贬。
85	background_memory,personality,relationship	self_report	增加新信息	因不知会否再伤人而选择远观其长大；克制来自伤害顾虑，不足以证明控制能力已成熟。
46	background_memory,personality	self_report,dialogue_response	增加新信息	以命令不能救她说明不顾命令、跟随内心；未核实救援，与校园暴走素材相关，不是独立第三方观察。
188	background_memory,personality	self_report	增加新信息	承认没注意而丢鞋，并说学习照顾物品；提供具体过失与学习意愿，不是独立能力评估。
176	background_memory,relationship	self_report	增加新信息	自述忘了鞋、后来意识到是对方礼物；将珍惜等同绝不遗忘不成立，但与永生模板并非同一已知时期。
177	background_memory,personality	self_report	一致	自述忘看火煮干汤、仍研究避免失败；遗忘和学习意愿并存，未验证后续改善。
17	background_memory,relationship	self_report	增加新信息	自述她被疏远而自己陪着；“她”由instruction关联诗菜，不能将孤立归到角色自身。
68	background_memory,unclear	self_report	增加新信息	自述不知道保留原因，仅转述他人说其不同需观察；不能由未知原因推断独特人格本质。
14	background_memory,relationship	self_report	增加新信息	自述当时不能理解诗菜心情，只能陪伴；限制天生精准共情说法，过去与当前能力须区分。
15	background_memory,relationship	self_report	增加新信息	自述听她不愿再上学而难过、不知如何安慰；放弃是她的上学意愿，不得转写成亚托莉放弃人生。
1458	personality,relationship,background_memory	self_report,dialogue_response	一致	承认程序要求服从却基于曾被诗菜命令赶走的后悔拒绝再离开重要的人；无条件服从并未得到此条支持，历史未核实。
1441	personality,relationship	dialogue_response,self_report	一致	将平静推测成压抑难过但以问句提出，并请求短暂握手；不能把模板的真实情绪保证当作准确判断证据。
880	personality,transient_state,linguistic_style	self_report	一致	明确说沉默被误判危险、随后靠近确认；与L848一起限制总能识别危险或情绪的判断。
2173	personality,background_memory	dialogue_response	增加新信息	承认伊甸不维护会沉，承诺修补加固并反对宿命；管理员能力为作者设定，未有维护成效证据。
2127	personality,background_memory,relationship	self_report,dialogue_response	增加新信息	自述曾在悬崖、工厂、流浪时绝望，后因他人拉住而改变希望观；是数据角色的回忆，不是当前用户情况，限制永远乐观。
